item_id,price,volume,timestamp
2,178,,2015-05-08 00:00:00
2,181,,2015-05-09 00:00:00
2,181,,2015-05-10 00:00:00
2,179,,2015-05-11 00:00:00
2,178,,2015-05-12 00:00:00
2,179,,2015-05-13 00:00:00
2,181,,2015-05-14 00:00:00
2,185,,2015-05-15 00:00:00
2,190,,2015-05-16 00:00:00
2,194,,2015-05-17 00:00:00
2,198,,2015-05-18 00:00:00
2,202,,2015-05-19 00:00:00
2,207,,2015-05-20 00:00:00
2,212,,2015-05-21 00:00:00
2,218,,2015-05-22 00:00:00
2,218,,2015-05-23 00:00:00
2,216,,2015-05-24 00:00:00
2,211,,2015-05-25 00:00:00
2,204,,2015-05-26 00:00:00
2,197,,2015-05-27 00:00:00
2,196,,2015-05-28 00:00:00
2,202,,2015-05-29 00:00:00
2,209,,2015-05-30 00:00:00
2,213,,2015-05-31 00:00:00
2,211,,2015-06-01 00:00:00
2,208,,2015-06-02 00:00:00
2,207,,2015-06-03 00:00:00
2,207,,2015-06-04 00:00:00
2,213,,2015-06-05 00:00:00
2,223,,2015-06-06 00:00:00
2,235,,2015-06-07 00:00:00
2,242,,2015-06-08 00:00:00
2,243,,2015-06-09 00:00:00
2,241,,2015-06-10 00:00:00
2,234,,2015-06-11 00:00:00
2,230,,2015-06-12 00:00:00
2,232,,2015-06-13 00:00:00
2,232,,2015-06-14 00:00:00
2,226,,2015-06-15 00:00:00
2,219,,2015-06-16 00:00:00
2,214,,2015-06-17 00:00:00
2,211,,2015-06-18 00:00:00
2,210,,2015-06-19 00:00:00
2,212,,2015-06-20 00:00:00
2,212,,2015-06-21 00:00:00
2,209,,2015-06-22 00:00:00
2,205,,2015-06-23 00:00:00
2,203,,2015-06-24 00:00:00
2,201,,2015-06-25 00:00:00
2,200,,2015-06-26 00:00:00
2,204,,2015-06-27 00:00:00
2,209,,2015-06-28 00:00:00
2,209,,2015-06-29 00:00:00
2,209,,2015-06-30 00:00:00
2,211,,2015-07-01 00:00:00
2,216,,2015-07-02 00:00:00
2,218,,2015-07-03 00:00:00
2,221,,2015-07-04 00:00:00
2,221,,2015-07-05 00:00:00
2,220,,2015-07-06 00:00:00
2,219,,2015-07-07 00:00:00
2,215,,2015-07-08 00:00:00
2,210,,2015-07-09 00:00:00
2,205,,2015-07-10 00:00:00
2,201,,2015-07-11 00:00:00
2,198,,2015-07-12 00:00:00
2,192,,2015-07-13 00:00:00
2,188,,2015-07-14 00:00:00
2,186,,2015-07-15 00:00:00
2,189,,2015-07-16 00:00:00
2,191,,2015-07-17 00:00:00
2,191,,2015-07-18 00:00:00
2,193,,2015-07-19 00:00:00
2,191,,2015-07-20 00:00:00
2,189,,2015-07-21 00:00:00
2,191,,2015-07-22 00:00:00
2,191,,2015-07-23 00:00:00
2,190,,2015-07-24 00:00:00
2,192,,2015-07-25 00:00:00
2,193,,2015-07-26 00:00:00
2,194,,2015-07-27 00:00:00
2,192,,2015-07-28 00:00:00
2,193,,2015-07-29 00:00:00
2,199,,2015-07-30 00:00:00
2,207,,2015-07-31 00:00:00
2,210,,2015-08-01 00:00:00
2,215,,2015-08-02 00:00:00
2,218,,2015-08-03 00:00:00
2,216,,2015-08-04 00:00:00
2,216,,2015-08-05 00:00:00
2,216,,2015-08-06 00:00:00
2,223,,2015-08-07 00:00:00
2,226,,2015-08-08 00:00:00
2,226,,2015-08-09 00:00:00
2,223,,2015-08-10 00:00:00
2,219,,2015-08-11 00:00:00
2,213,,2015-08-12 00:00:00
2,205,,2015-08-13 00:00:00
2,199,,2015-08-14 00:00:00
2,193,,2015-08-15 00:00:00
2,190,,2015-08-16 00:00:00
2,189,,2015-08-17 00:00:00
2,189,,2015-08-18 00:00:00
2,195,,2015-08-19 00:00:00
2,200,,2015-08-20 00:00:00
2,208,,2015-08-21 00:00:00
2,215,,2015-08-22 00:00:00
2,221,,2015-08-23 00:00:00
2,224,,2015-08-24 00:00:00
2,233,,2015-08-25 00:00:00
2,242,,2015-08-26 00:00:00
2,250,,2015-08-27 00:00:00
2,248,,2015-08-28 00:00:00
2,242,,2015-08-29 00:00:00
2,236,,2015-08-30 00:00:00
2,229,,2015-08-31 00:00:00
2,228,,2015-09-23 00:00:00
2,236,,2015-09-24 00:00:00
2,244,,2015-09-25 00:00:00
2,248,,2015-09-26 00:00:00
2,234,,2015-09-28 00:00:00
2,231,,2015-09-29 00:00:00
2,232,,2015-09-30 00:00:00
2,238,,2015-10-01 00:00:00
2,236,,2015-10-06 00:00:00
2,231,,2015-10-07 00:00:00
2,227,,2015-10-08 00:00:00
2,228,,2015-10-09 00:00:00
2,224,,2015-10-10 00:00:00
2,223,,2015-10-11 00:00:00
2,220,,2015-10-12 00:00:00
2,216,,2015-10-13 00:00:00
2,217,,2015-10-14 00:00:00
2,217,,2015-10-15 00:00:00
2,220,,2015-10-16 00:00:00
2,221,,2015-10-17 00:00:00
2,222,,2015-10-18 00:00:00
2,223,,2015-10-19 00:00:00
2,224,,2015-10-20 00:00:00
2,228,,2015-10-21 00:00:00
2,240,,2015-10-23 00:00:00
2,239,,2015-10-24 00:00:00
2,237,,2015-10-25 00:00:00
2,235,,2015-10-26 00:00:00
2,235,,2015-10-27 00:00:00
2,238,,2015-10-28 00:00:00
2,245,,2015-10-30 00:00:00
2,251,,2015-10-31 00:00:00
2,252,,2015-11-01 00:00:00
2,253,,2015-11-02 00:00:00
2,247,,2015-11-03 00:00:00
2,243,,2015-11-04 00:00:00
2,241,,2015-11-05 00:00:00
2,245,,2015-11-06 00:00:00
2,248,,2015-11-07 00:00:00
2,246,,2015-11-08 00:00:00
2,245,,2015-11-09 00:00:00
2,248,,2015-11-10 00:00:00
2,252,,2015-11-11 00:00:00
2,258,,2015-11-12 00:00:00
2,261,,2015-11-13 00:00:00
2,256,,2015-11-14 00:00:00
2,250,,2015-11-15 00:00:00
2,244,,2015-11-16 00:00:00
2,240,,2015-11-17 00:00:00
2,239,,2015-11-18 00:00:00
2,239,,2015-11-19 00:00:00
2,243,,2015-11-20 00:00:00
2,240,,2015-11-21 00:00:00
2,239,,2015-11-22 00:00:00
2,238,,2015-11-23 00:00:00
2,237,,2015-11-24 00:00:00
2,239,,2015-11-25 00:00:00
2,242,,2015-11-26 00:00:00
2,246,,2015-11-27 00:00:00
2,250,,2015-11-28 00:00:00
2,247,,2015-11-29 00:00:00
2,244,,2015-11-30 00:00:00
2,243,,2015-12-01 00:00:00
2,242,,2015-12-02 00:00:00
2,243,,2015-12-03 00:00:00
2,247,,2015-12-04 00:00:00
2,245,,2015-12-05 00:00:00
2,242,,2015-12-06 00:00:00
2,243,,2015-12-07 00:00:00
2,241,,2015-12-08 00:00:00
2,240,,2015-12-09 00:00:00
2,242,,2015-12-10 00:00:00
2,247,,2015-12-11 00:00:00
2,249,,2015-12-12 00:00:00
2,245,,2015-12-13 00:00:00
2,245,,2015-12-14 00:00:00
2,246,,2015-12-15 00:00:00
2,245,,2015-12-16 00:00:00
2,247,,2015-12-17 00:00:00
2,249,,2015-12-18 00:00:00
2,245,,2015-12-19 00:00:00
2,241,,2015-12-20 00:00:00
2,238,,2015-12-21 00:00:00
2,235,,2015-12-22 00:00:00
2,234,,2015-12-23 00:00:00
2,230,,2015-12-24 00:00:00
2,226,,2015-12-25 00:00:00
2,221,,2015-12-26 00:00:00
2,217,,2015-12-27 00:00:00
2,217,,2015-12-28 00:00:00
2,220,,2015-12-29 00:00:00
2,219,,2015-12-30 00:00:00
2,218,,2015-12-31 00:00:00
2,216,,2016-01-01 00:00:00
2,212,,2016-01-02 00:00:00
2,208,,2016-01-03 00:00:00
2,208,,2016-01-04 00:00:00
2,211,,2016-01-05 00:00:00
2,215,,2016-01-06 00:00:00
2,223,,2016-01-07 00:00:00
2,233,,2016-01-08 00:00:00
2,238,,2016-01-09 00:00:00
2,238,,2016-01-10 00:00:00
2,233,,2016-01-11 00:00:00
2,229,,2016-01-12 00:00:00
2,230,,2016-01-13 00:00:00
2,237,,2016-01-14 00:00:00
2,241,,2016-01-15 00:00:00
2,236,,2016-01-16 00:00:00
2,230,,2016-01-17 00:00:00
2,225,,2016-01-18 00:00:00
2,223,,2016-01-19 00:00:00
2,223,,2016-01-20 00:00:00
2,229,,2016-01-21 00:00:00
2,241,,2016-01-22 00:00:00
2,251,,2016-01-23 00:00:00
2,250,,2016-01-24 00:00:00
2,245,,2016-01-25 00:00:00
2,243,,2016-01-26 00:00:00
2,242,,2016-01-27 00:00:00
2,243,,2016-01-28 00:00:00
2,247,,2016-01-29 00:00:00
2,247,,2016-01-30 00:00:00
2,246,,2016-01-31 00:00:00
2,242,,2016-02-01 00:00:00
2,237,,2016-02-02 00:00:00
2,233,,2016-02-03 00:00:00
2,236,,2016-02-04 00:00:00
2,245,,2016-02-05 00:00:00
2,249,,2016-02-06 00:00:00
2,252,,2016-02-07 00:00:00
2,262,,2016-02-08 00:00:00
2,261,,2016-02-09 00:00:00
2,271,,2016-02-10 00:00:00
2,284,,2016-02-11 00:00:00
2,293,,2016-02-12 00:00:00
2,293,,2016-02-13 00:00:00
2,285,,2016-02-14 00:00:00
2,281,,2016-02-15 00:00:00
2,273,,2016-02-16 00:00:00
2,270,,2016-02-17 00:00:00
2,263,,2016-02-18 00:00:00
2,255,,2016-02-19 00:00:00
2,246,,2016-02-20 00:00:00
2,236,,2016-02-21 00:00:00
2,232,,2016-02-22 00:00:00
2,235,,2016-02-23 00:00:00
2,236,,2016-02-24 00:00:00
2,244,,2016-02-25 00:00:00
2,251,,2016-02-26 00:00:00
2,249,,2016-02-27 00:00:00
2,250,,2016-02-28 00:00:00
2,250,,2016-02-29 00:00:00
2,257,,2016-03-01 00:00:00
2,270,,2016-03-02 00:00:00
2,283,,2016-03-03 00:00:00
2,297,,2016-03-04 00:00:00
2,306,,2016-03-05 00:00:00
2,303,,2016-03-06 00:00:00
2,297,,2016-03-07 00:00:00
2,292,,2016-03-08 00:00:00
2,288,,2016-03-09 00:00:00
2,284,,2016-03-10 00:00:00
2,288,,2016-03-11 00:00:00
2,289,,2016-03-12 00:00:00
2,282,,2016-03-13 00:00:00
2,269,,2016-03-14 00:00:00
2,258,,2016-03-15 00:00:00
2,259,,2016-03-16 00:00:00
2,262,,2016-03-17 00:00:00
2,270,,2016-03-18 00:00:00
2,267,,2016-03-19 00:00:00
2,260,,2016-03-20 00:00:00
2,255,,2016-03-21 00:00:00
2,256,,2016-03-22 00:00:00
2,258,,2016-03-23 00:00:00
2,261,,2016-03-24 00:00:00
2,273,,2016-03-25 00:00:00
2,281,,2016-03-26 00:00:00
2,272,,2016-03-27 00:00:00
2,267,,2016-03-28 00:00:00
2,263,,2016-03-29 00:00:00
2,268,,2016-03-30 00:00:00
2,270,,2016-03-31 00:00:00
2,274,,2016-04-01 00:00:00
2,272,,2016-04-02 00:00:00
2,267,,2016-04-03 00:00:00
2,264,,2016-04-04 00:00:00
2,269,,2016-04-05 00:00:00
2,270,,2016-04-06 00:00:00
2,270,,2016-04-07 00:00:00
2,276,,2016-04-08 00:00:00
2,273,,2016-04-09 00:00:00
2,269,,2016-04-10 00:00:00
2,264,,2016-04-11 00:00:00
2,263,,2016-04-12 00:00:00
2,260,,2016-04-13 00:00:00
2,261,,2016-04-14 00:00:00
2,264,,2016-04-15 00:00:00
2,264,,2016-04-16 00:00:00
2,262,,2016-04-17 00:00:00
2,261,,2016-04-18 00:00:00
2,260,,2016-04-19 00:00:00
2,261,,2016-04-20 00:00:00
2,258,,2016-04-21 00:00:00
2,258,,2016-04-22 00:00:00
2,256,,2016-04-23 00:00:00
2,254,,2016-04-24 00:00:00
2,252,,2016-04-25 00:00:00
2,254,,2016-04-26 00:00:00
2,255,,2016-04-27 00:00:00
2,259,,2016-04-28 00:00:00
2,263,,2016-04-29 00:00:00
2,268,,2016-04-30 00:00:00
2,268,,2016-05-01 00:00:00
2,268,,2016-05-02 00:00:00
2,265,,2016-05-03 00:00:00
2,264,,2016-05-04 00:00:00
2,262,,2016-05-05 00:00:00
2,267,,2016-05-06 00:00:00
2,268,,2016-05-07 00:00:00
2,267,,2016-05-08 00:00:00
2,264,,2016-05-09 00:00:00
2,261,,2016-05-10 00:00:00
2,255,,2016-05-11 00:00:00
2,251,,2016-05-12 00:00:00
2,249,,2016-05-13 00:00:00
2,245,,2016-05-14 00:00:00
2,243,,2016-05-15 00:00:00
2,241,,2016-05-16 00:00:00
2,240,,2016-05-17 00:00:00
2,242,,2016-05-18 00:00:00
2,247,,2016-05-19 00:00:00
2,252,,2016-05-20 00:00:00
2,245,,2016-05-23 00:00:00
2,242,,2016-05-24 00:00:00
2,239,,2016-05-25 00:00:00
2,240,,2016-05-26 00:00:00
2,244,,2016-05-27 00:00:00
2,246,,2016-05-28 00:00:00
2,246,,2016-05-29 00:00:00
2,245,,2016-05-30 00:00:00
2,244,,2016-05-31 00:00:00
2,243,,2016-06-01 00:00:00
2,243,,2016-06-02 00:00:00
2,251,,2016-06-03 00:00:00
2,256,,2016-06-04 00:00:00
2,252,,2016-06-05 00:00:00
2,250,,2016-06-06 00:00:00
2,245,,2016-06-07 00:00:00
2,241,,2016-06-08 00:00:00
2,242,,2016-06-09 00:00:00
2,249,,2016-06-10 00:00:00
2,249,,2016-06-11 00:00:00
2,249,,2016-06-12 00:00:00
2,249,,2016-06-13 00:00:00
2,249,,2016-06-14 00:00:00
2,249,,2016-06-15 00:00:00
2,249,,2016-06-16 00:00:00
2,251,,2016-06-17 00:00:00
2,250,,2016-06-18 00:00:00
2,249,,2016-06-19 00:00:00
2,249,,2016-06-20 00:00:00
2,250,,2016-06-21 00:00:00
2,250,,2016-06-22 00:00:00
2,250,,2016-06-23 00:00:00
2,250,,2016-06-24 00:00:00
2,248,,2016-06-25 00:00:00
2,246,,2016-06-26 00:00:00
2,243,,2016-06-27 00:00:00
2,243,,2016-06-28 00:00:00
2,244,,2016-06-29 00:00:00
2,245,,2016-06-30 00:00:00
2,245,,2016-07-01 00:00:00
2,246,,2016-07-02 00:00:00
2,245,,2016-07-03 00:00:00
2,245,,2016-07-04 00:00:00
2,247,,2016-07-05 00:00:00
2,249,,2016-07-06 00:00:00
2,253,,2016-07-07 00:00:00
2,254,,2016-07-08 00:00:00
2,254,,2016-07-09 00:00:00
2,254,,2016-07-10 00:00:00
2,253,,2016-07-11 00:00:00
2,253,,2016-07-12 00:00:00
2,254,,2016-07-13 00:00:00
2,254,,2016-07-14 00:00:00
2,254,,2016-07-15 00:00:00
2,253,,2016-07-16 00:00:00
2,251,,2016-07-17 00:00:00
2,247,,2016-07-18 00:00:00
2,248,,2016-07-19 00:00:00
2,249,,2016-07-24 00:00:00
2,249,,2016-07-25 00:00:00
2,251,,2016-07-26 00:00:00
2,250,,2016-07-27 00:00:00
2,249,,2016-07-28 00:00:00
2,248,,2016-07-29 00:00:00
2,247,,2016-07-30 00:00:00
2,245,,2016-07-31 00:00:00
2,241,,2016-08-01 00:00:00
2,237,,2016-08-02 00:00:00
2,237,,2016-08-03 00:00:00
2,238,,2016-08-04 00:00:00
2,239,,2016-08-05 00:00:00
2,241,,2016-08-06 00:00:00
2,240,,2016-08-07 00:00:00
2,238,,2016-08-08 00:00:00
2,234,,2016-08-09 00:00:00
2,235,,2016-08-10 00:00:00
2,237,,2016-08-11 00:00:00
2,237,,2016-08-12 00:00:00
2,236,,2016-08-13 00:00:00
2,235,,2016-08-14 00:00:00
2,236,,2016-08-15 00:00:00
2,236,,2016-08-16 00:00:00
2,236,,2016-08-17 00:00:00
2,237,,2016-08-18 00:00:00
2,237,,2016-08-19 00:00:00
2,237,,2016-08-20 00:00:00
2,237,,2016-08-21 00:00:00
2,234,,2016-08-22 00:00:00
2,234,,2016-08-23 00:00:00
2,231,,2016-08-24 00:00:00
2,224,,2016-08-25 00:00:00
2,222,,2016-08-26 00:00:00
2,223,,2016-08-27 00:00:00
2,220,,2016-08-29 00:00:00
2,218,,2016-09-01 00:00:00
2,219,,2016-09-02 00:00:00
2,220,,2016-09-03 00:00:00
2,219,,2016-09-04 00:00:00
2,216,,2016-09-05 00:00:00
2,215,,2016-09-06 00:00:00
2,215,,2016-09-07 00:00:00
2,215,,2016-09-08 00:00:00
2,209,,2016-09-09 00:00:00
2,209,,2016-09-10 00:00:00
2,207,,2016-09-11 00:00:00
2,203,,2016-09-12 00:00:00
2,208,,2016-09-13 00:00:00
2,216,,2016-09-14 00:00:00
2,223,,2016-09-15 00:00:00
2,230,,2016-09-16 00:00:00
2,237,,2016-09-17 00:00:00
2,239,,2016-09-18 00:00:00
2,237,,2016-09-19 00:00:00
2,239,,2016-09-20 00:00:00
2,237,,2016-09-21 00:00:00
2,233,,2016-09-22 00:00:00
2,228,,2016-09-23 00:00:00
2,225,,2016-09-24 00:00:00
2,220,,2016-09-25 00:00:00
2,218,,2016-09-26 00:00:00
2,218,,2016-09-27 00:00:00
2,224,,2016-09-28 00:00:00
2,227,,2016-09-29 00:00:00
2,228,,2016-09-30 00:00:00
2,228,,2016-10-01 00:00:00
2,227,,2016-10-02 00:00:00
2,223,,2016-10-03 00:00:00
2,219,,2016-10-04 00:00:00
2,218,,2016-10-05 00:00:00
2,219,,2016-10-06 00:00:00
2,222,,2016-10-07 00:00:00
2,224,,2016-10-08 00:00:00
2,225,,2016-10-09 00:00:00
2,224,,2016-10-10 00:00:00
2,223,,2016-10-11 00:00:00
2,224,,2016-10-12 00:00:00
2,222,,2016-10-13 00:00:00
2,224,,2016-10-14 00:00:00
2,224,,2016-10-15 00:00:00
2,217,,2016-10-16 00:00:00
2,211,,2016-10-17 00:00:00
2,213,,2016-10-18 00:00:00
2,213,,2016-10-19 00:00:00
2,216,,2016-10-20 00:00:00
2,217,,2016-10-21 00:00:00
2,217,,2016-10-22 00:00:00
2,216,,2016-10-23 00:00:00
2,216,,2016-10-24 00:00:00
2,216,,2016-10-25 00:00:00
2,216,,2016-10-26 00:00:00
2,214,,2016-10-27 00:00:00
2,210,,2016-10-28 00:00:00
2,209,,2016-10-29 00:00:00
2,208,,2016-10-30 00:00:00
2,206,,2016-10-31 00:00:00
2,210,,2016-11-01 00:00:00
2,210,,2016-11-02 00:00:00
2,212,,2016-11-03 00:00:00
2,212,,2016-11-04 00:00:00
2,211,,2016-11-05 00:00:00
2,209,,2016-11-06 00:00:00
2,208,,2016-11-07 00:00:00
2,207,,2016-11-08 00:00:00
2,206,,2016-11-09 00:00:00
2,207,,2016-11-10 00:00:00
2,208,,2016-11-11 00:00:00
2,209,,2016-11-12 00:00:00
2,210,,2016-11-13 00:00:00
2,211,,2016-11-14 00:00:00
2,212,,2016-11-15 00:00:00
2,211,,2016-11-16 00:00:00
2,205,,2016-12-08 00:00:00
2,206,,2016-12-09 00:00:00
2,204,,2016-12-10 00:00:00
2,204,,2016-12-11 00:00:00
2,204,,2016-12-12 00:00:00
2,206,,2016-12-13 00:00:00
2,207,,2016-12-14 00:00:00
2,208,,2016-12-15 00:00:00
2,208,,2016-12-16 00:00:00
2,209,,2016-12-17 00:00:00
2,210,,2016-12-18 00:00:00
2,211,,2016-12-19 00:00:00
2,210,,2016-12-20 00:00:00
2,210,,2016-12-21 00:00:00
2,207,,2016-12-22 00:00:00
2,203,,2016-12-23 00:00:00
2,201,,2016-12-24 00:00:00
2,199,,2016-12-25 00:00:00
2,199,,2016-12-26 00:00:00
2,199,,2016-12-27 00:00:00
2,198,,2016-12-28 00:00:00
2,197,,2016-12-29 00:00:00
2,193,,2016-12-30 00:00:00
2,188,,2016-12-31 00:00:00
2,185,,2017-01-01 00:00:00
2,181,,2017-01-02 00:00:00
2,183,,2017-01-03 00:00:00
2,186,,2017-01-04 00:00:00
2,188,,2017-01-05 00:00:00
2,183,,2017-01-06 00:00:00
2,183,,2017-01-07 00:00:00
2,185,,2017-01-08 00:00:00
2,188,,2017-01-09 00:00:00
2,191,,2017-01-10 00:00:00
2,196,,2017-01-11 00:00:00
2,196,,2017-01-12 00:00:00
2,194,,2017-01-13 00:00:00
2,189,,2017-01-14 00:00:00
2,189,,2017-01-15 00:00:00
2,190,,2017-01-16 00:00:00
2,190,,2017-01-17 00:00:00
2,192,,2017-01-18 00:00:00
2,193,,2017-01-19 00:00:00
2,192,,2017-01-20 00:00:00
2,193,,2017-01-21 00:00:00
2,194,,2017-01-22 00:00:00
2,194,,2017-01-23 00:00:00
2,195,,2017-01-24 00:00:00
2,202,,2017-01-28 00:00:00
2,205,,2017-01-29 00:00:00
2,208,,2017-01-30 00:00:00
2,209,,2017-01-31 00:00:00
2,210,,2017-02-01 00:00:00
2,212,,2017-02-02 00:00:00
2,214,,2017-02-03 00:00:00
2,213,,2017-02-04 00:00:00
2,214,,2017-02-05 00:00:00
2,213,,2017-02-06 00:00:00
2,213,,2017-02-07 00:00:00
2,212,,2017-02-08 00:00:00
2,212,,2017-02-09 00:00:00
2,212,,2017-02-10 00:00:00
2,209,,2017-02-11 00:00:00
2,207,,2017-02-12 00:00:00
2,206,,2017-02-13 00:00:00
2,208,,2017-02-14 00:00:00
2,209,,2017-02-15 00:00:00
2,208,,2017-02-16 00:00:00
2,208,,2017-02-17 00:00:00
2,206,,2017-02-19 00:00:00
2,204,,2017-02-20 00:00:00
2,201,,2017-02-21 00:00:00
2,199,,2017-02-22 00:00:00
2,198,,2017-02-23 00:00:00
2,198,,2017-02-24 00:00:00
2,199,,2017-02-25 00:00:00
2,203,,2017-02-26 00:00:00
2,208,,2017-02-27 00:00:00
2,211,,2017-02-28 00:00:00
2,213,,2017-03-01 00:00:00
2,213,,2017-03-02 00:00:00
2,213,,2017-03-03 00:00:00
2,213,,2017-03-04 00:00:00
2,214,,2017-03-05 00:00:00
2,214,,2017-03-06 00:00:00
2,215,,2017-03-07 00:00:00
2,215,,2017-03-08 00:00:00
2,214,,2017-03-09 00:00:00
2,214,,2017-03-10 00:00:00
2,212,,2017-03-11 00:00:00
2,212,,2017-03-12 00:00:00
2,210,,2017-03-13 00:00:00
2,207,,2017-03-14 00:00:00
2,207,,2017-03-15 00:00:00
2,206,,2017-03-16 00:00:00
2,204,,2017-03-17 00:00:00
2,203,,2017-03-18 00:00:00
2,202,,2017-03-19 00:00:00
2,200,,2017-03-20 00:00:00
2,199,,2017-03-21 00:00:00
2,200,,2017-03-22 00:00:00
2,199,,2017-03-23 00:00:00
2,203,,2017-03-24 00:00:00
2,204,,2017-03-25 00:00:00
2,204,,2017-03-26 00:00:00
2,204,,2017-03-27 00:00:00
2,204,,2017-03-28 00:00:00
2,204,,2017-03-29 00:00:00
2,202,,2017-03-30 00:00:00
2,200,,2017-03-31 00:00:00
2,199,,2017-04-01 00:00:00
2,200,,2017-04-02 00:00:00
2,200,,2017-04-03 00:00:00
2,203,,2017-04-04 00:00:00
2,205,,2017-04-05 00:00:00
2,209,,2017-04-13 00:00:00
2,207,,2017-04-14 00:00:00
2,206,,2017-04-15 00:00:00
2,207,,2017-04-16 00:00:00
2,206,,2017-04-17 00:00:00
2,204,,2017-04-18 00:00:00
2,202,,2017-04-19 00:00:00
2,201,,2017-04-20 00:00:00
2,201,,2017-04-21 00:00:00
2,200,,2017-04-22 00:00:00
2,199,,2017-04-23 00:00:00
2,198,,2017-04-24 00:00:00
2,198,,2017-04-25 00:00:00
2,199,,2017-04-26 00:00:00
2,199,,2017-04-27 00:00:00
2,200,,2017-04-28 00:00:00
2,200,,2017-04-29 00:00:00
2,200,,2017-04-30 00:00:00
2,201,,2017-05-01 00:00:00
2,201,,2017-05-02 00:00:00
2,200,,2017-05-03 00:00:00
2,199,,2017-05-04 00:00:00
2,200,,2017-05-05 00:00:00
2,200,,2017-05-06 00:00:00
2,199,,2017-05-07 00:00:00
2,200,,2017-05-08 00:00:00
2,200,,2017-05-09 00:00:00
2,199,,2017-05-10 00:00:00
2,197,,2017-05-11 00:00:00
2,197,,2017-05-12 00:00:00
2,193,,2017-05-13 00:00:00
2,190,,2017-05-14 00:00:00
2,189,,2017-05-15 00:00:00
2,190,,2017-05-16 00:00:00
2,191,,2017-05-17 00:00:00
2,191,,2017-05-18 00:00:00
2,192,,2017-05-19 00:00:00
2,192,,2017-05-20 00:00:00
2,191,,2017-05-21 00:00:00
2,188,,2017-05-22 00:00:00
2,188,,2017-05-23 00:00:00
2,188,,2017-05-24 00:00:00
2,188,,2017-05-25 00:00:00
2,189,,2017-05-26 00:00:00
2,190,,2017-05-27 00:00:00
2,193,,2017-05-28 00:00:00
2,195,,2017-05-29 00:00:00
2,195,,2017-05-30 00:00:00
2,196,,2017-05-31 00:00:00
2,196,,2017-06-01 00:00:00
2,196,,2017-06-02 00:00:00
2,198,,2017-06-03 00:00:00
2,197,,2017-06-04 00:00:00
2,196,,2017-06-05 00:00:00
2,196,,2017-06-06 00:00:00
2,197,,2017-06-07 00:00:00
2,198,,2017-06-08 00:00:00
2,195,,2017-06-09 00:00:00
2,191,,2017-06-10 00:00:00
2,185,,2017-06-11 00:00:00
2,182,,2017-06-12 00:00:00
2,183,,2017-06-13 00:00:00
2,185,,2017-06-14 00:00:00
2,189,,2017-06-15 00:00:00
2,190,,2017-06-16 00:00:00
2,189,,2017-06-17 00:00:00
2,187,,2017-06-18 00:00:00
2,186,,2017-06-19 00:00:00
2,186,,2017-06-20 00:00:00
2,186,,2017-06-21 00:00:00
2,186,,2017-06-22 00:00:00
2,186,,2017-06-23 00:00:00
2,185,,2017-06-24 00:00:00
2,181,,2017-06-25 00:00:00
2,177,,2017-06-26 00:00:00
2,178,,2017-06-27 00:00:00
2,181,,2017-06-28 00:00:00
